"site","plot","year","shannon","pH","row_shannon","species_richness","hills_number"
1196,535320,2014,2.45193853217772,"mv",2.31829585463593,26,10.1583482451346
1196,535321,2014,2.53122718210136,"mv",2.33152778043198,34,10.2936559720483
1196,535323,2014,2.47842231116023,"mv",2.36218399031521,26,10.6141072646655
1196,535324,2014,2.72076527163149,"4.3",2.50846444069003,33,12.2860496103329
1196,535325,2014,2.11673877593401,"5.2",1.87830021999717,34,6.54237480767979
1197,559045,2014,2.09763773089601,"3.7",1.92131341629387,31,6.82992311315008
1197,559049,2014,1.97720919901474,"mv",1.44818798507955,41,4.25539668258535
1197,559050,2014,2.73831805388473,"4.9",2.56696919591746,46,13.0262844361484
1197,559052,2014,2.50712865047307,"mv",2.16684630908245,37,8.73070662808269
1197,559059,2014,2.20722286527482,"mv",1.8050417072067,41,6.08022503243439
1197,559060,2014,1.85202033099056,"mv",1.6727129531141,19,5.32659902612159
1197,559061,2014,1.9434986041446,"mv",1.66547920897244,26,5.28820679880868
1198,559065,2014,2.11714703585955,"4.2",1.42805576923257,34,4.17058272908155
1198,559067,2014,1.96472871374842,"mv",1.68181117048851,23,5.37528271348676
1198,559072,2014,2.55612509633078,"mv",2.34348579507253,32,10.4174865693307
1198,559074,2014,1.71853907410246,"mv",1.30067008595073,27,3.67175623573427
1198,559075,2014,1.68594031785793,"mv",1.31098144766892,23,3.70981291331127
1198,559077,2014,1.71565488966011,"mv",1.43093865284359,27,4.18262338123987
1198,559078,2014,1.52733890412053,"mv",1.14145045738041,20,3.13130690011832
1198,559079,2014,1.94229069528736,"4.1",1.5293734748434,32,4.61528432454892
1198,559080,2014,2.49985596687339,"mv",2.28033845059919,33,9.77998989288834
1198,559081,2014,1.57926390867506,"4.6",1.35464217559006,23,3.87537400508877
1199,536542,2014,1.59568078705052,"mv",1.29030697910118,30,3.63390191649194
1199,536546,2014,2.05699910037164,"mv",2.02926020347604,18,7.60845556723544
1199,536552,2014,2.0178148584431,"3.8",1.77991130218214,26,5.92933047659188
1199,536556,2014,1.79640018450021,"mv",1.64399605623818,22,5.17581107447686
1199,536561,2014,1.44823451270912,"4.",1.05032251967136,29,2.85857291540353
1199,536565,2014,1.75557912893032,"mv",1.58758589210335,24,4.89192502714456
1199,536569,2014,1.97254529226254,"mv",1.68919582065365,28,5.41512422261162
1199,536572,2014,1.86641255439891,"mv",1.57986256062385,25,4.85428859499145
1199,536576,2014,1.78179369024757,"mv",1.51543226834692,42,4.55138812269998
1199,536579,2014,1.7120489252959,"3.5",1.51025176220041,21,4.52787059749333
1200,536582,2014,2.6159235218762,"mv",2.51605986238323,35,12.3797226307767
1200,536583,2014,1.7684872788543,"3.7",1.33559594299142,25,3.8022612022856
1200,536584,2014,2.27147396818228,"mv",2.07740623317498,34,7.98373409064807
1200,536586,2014,1.84801983090882,"mv",1.4990476590927,33,4.4774230061987
1200,536588,2014,2.11271593737469,"4.8",1.87369331659028,30,6.51230403863733
1200,536590,2014,1.85778157885746,"mv",1.54483637023281,31,4.6872045980722
1200,536591,2014,2.1235730252363,"mv",1.75661426235547,38,5.79279128336606
1200,536594,2014,1.94315892086152,"mv",1.74361883197673,27,5.71799850232225
1200,536611,2014,2.17861499497321,"3.9",1.99121765583578,32,7.32444699020781
1200,536620,2014,2.37223587041301,"mv",2.12459345432191,41,8.36949421468031
1201,536628,2014,1.87881820892008,"3.9",1.68147329530352,29,5.37346684563119
1201,536630,2014,1.88928786229668,"mv",1.6299974761815,24,5.10386183729955
1201,536631,2014,1.69587928084891,"3.6",1.25786148979614,26,3.51789039307284
1201,536636,2014,2.1707157928329,"3.8",1.87706433591245,41,6.53429418516363
1201,536641,2014,2.2759716069208,"mv",2.1142036775883,35,8.28298721082735
1201,536647,2014,2.0510392332318,"mv",1.83713853943495,31,6.2785467184174
1201,536648,2014,2.030435148601,"mv",1.79187663670749,27,6.00070304606284
1201,536650,2014,1.6693796977396,"mv",1.24455411955849,34,3.47138663080984
1201,536651,2014,2.27977794475181,"mv",2.05485747706183,39,7.80572529845003
1201,536654,2014,2.05856005185761,"mv",1.85495174926853,29,6.39138985394521
1202,559334,2014,2.70579776419029,"mv",2.33702808501736,55,10.3504302098577
1202,559338,2014,1.91009398213639,"mv",1.5449133939905,39,4.68756563808754
1202,559342,2014,1.86695194491705,"3.9",1.62229929221949,32,5.06472221525562
1202,559346,2014,1.97595370593838,"3.5",1.84534753680219,23,6.33029942017121
1202,559363,2014,1.63802766333215,"mv",1.2551650416554,28,3.50841736157194
1202,559371,2014,2.13052267435497,"mv",1.74399683333386,33,5.72016032207585
1202,559375,2014,2.00136856540548,"mv",1.69279908352657,27,5.43467153457754
1202,559380,2014,1.49979674757821,"mv",1.00316592101781,31,2.72690133116502
1202,559384,2014,1.89646799857516,"3.8",1.56611113863279,29,4.78799210429317
1202,559857,2014,2.00705422221747,"mv",1.81393412129139,26,6.13453402229078
1203,573385,2014,2.44453047974412,"mv",2.25157553349719,39,9.5026958638988
1203,573386,2014,1.98209927988602,"mv",1.67732370495863,35,5.35121535869683
1203,573389,2014,2.5323430783805,"mv",2.36411144331842,37,10.6345851863653
1203,573398,2014,2.49846553820974,"mv",2.35799443848515,39,10.569731933433
1203,573408,2014,1.65641903315225,"mv",1.22230320583141,37,3.39499811516696
1203,573427,2014,2.23694352625373,"mv",1.91805526968177,31,6.80770643454958
1203,573440,2014,2.34233703169023,"4.2",2.14308735587101,40,8.52571896659543
1203,573443,2014,2.17784379572787,"mv",1.87954660519032,38,6.5505342105913
1203,573447,2014,2.1605628395571,"5.4",1.81040760996998,52,6.11293861920685
1203,573449,2014,2.39150274660739,"4.9",2.12845096874182,47,8.40184201023231
1204,577091,2014,1.96822051167416,"3.5",1.80676672293481,21,6.09072256784951
1204,577095,2014,1.71386199070204,"mv",1.52263089760885,17,4.58427008896886
1204,577099,2014,2.16058816515407,"mv",1.91642659348319,19,6.79662790922684
1204,577101,2014,1.8627527083357,"mv",1.69884227807694,19,5.46761374983158
1204,577103,2014,1.66445167470151,"mv",1.33309656058377,18,3.79276976383547
1204,577107,2014,2.15056602066934,"3.7",2.05258012794432,19,7.7879691629639
1204,577116,2014,1.12748993415158,"mv",0.800045853053124,14,2.22564297867853
1204,577120,2014,1.87094465522981,"mv",1.65743752762217,22,5.2458512579558
1204,577121,2014,1.4222360213141,"mv",1.23030639737551,15,3.42227795264843
1204,577127,2014,1.67980303554622,"3.5",1.48815579660931,15,4.42892015323844
1206,560811,2014,2.43115331426453,"4.6",2.10737713488302,47,8.22663560706001
1206,560819,2014,1.73873734706916,"mv",1.62520648896172,19,5.07946778292773
1206,560820,2014,1.52613142344914,"4.",1.26699351910664,20,3.55016300419077
1206,560821,2014,1.59086801410645,"mv",1.40363579640455,19,4.06997068369226
1206,560827,2014,1.77996759811643,"mv",1.53485757179268,27,4.64066452135339
1206,560839,2014,1.65769163517957,"mv",1.51201017509097,16,4.53583946774752
1206,560843,2014,2.11067546455966,"4.4",1.9823987945944,21,7.26013769270662
1206,560846,2014,1.9553878285851,"mv",1.70843062553859,32,5.52029127186218
1206,560850,2014,2.26586388305542,"mv",2.0804217469538,40,8.00784548665728
1207,558885,2014,1.57960087179228,"mv",1.37104983877647,21,3.93948434868465
1207,558887,2014,1.94529867921672,"mv",1.76834079699925,29,5.86112050049728
1207,558888,2014,1.5281077765653,"mv",1.29795513702212,21,3.66180112499945
1207,558898,2014,1.60035752469138,"3.8",1.38020555541317,17,3.97571877402269
1207,558903,2014,1.98596347921248,"mv",1.62377350274381,29,5.07219418832558
1207,558906,2014,1.55826453615979,"mv",0.936918120250469,34,2.55210400828715
1207,558907,2014,2.01836809924705,"mv",1.69966390643787,25,5.47210794238025
1207,558919,2014,2.14828261490946,"mv",1.87583460776064,30,6.52626371830947
1207,558951,2014,1.54331391596927,"5.",1.05035102394087,35,2.85865439809762
1207,558975,2014,1.65145081745513,"3.8",1.26489861398075,29,3.54273353424998
1250,551491,2014,1.97911994003949,"mv",1.67501478181367,26,5.33887406673155
1250,551493,2014,2.00435887550443,"mv",1.82669264475193,21,6.21330303820411
1250,551496,2014,2.11217831496226,"mv",1.80891831609671,30,6.10384143304689
1250,551500,2014,1.82269721541595,"4.7",1.14391848766871,35,3.13904460490702
1250,551507,2014,2.16355172348017,"mv",1.85340829183718,35,6.38153262484212
1250,551509,2014,1.84563188536865,"mv",1.41998389968198,39,4.13705383183285
1250,551517,2014,2.0082807219734,"mv",1.73285870305196,32,5.65680193317818
1250,551522,2014,1.88616409049155,"4.",1.53376666244221,30,4.63560473741924
1250,551523,2014,1.65999276430153,"mv",1.24496541871367,34,3.47281470286067
1250,551525,2014,2.32546615938988,"4.5",2.22689572450538,25,9.2710414959813
1255,551669,2014,1.51167411280638,"mv",1.38338651919865,18,3.98838552702464
1255,551670,2014,1.33870420944993,"mv",0.979971182083305,18,2.66437945895777
1255,551674,2014,1.9492877001509,"mv",1.83547695838087,21,6.26812306641242
1255,551677,2014,1.73475909398974,"mv",1.54349577738444,25,4.68092517512433
1255,551679,2014,1.60382099279223,"mv",1.33309656058377,22,3.79276976383547
1255,551682,2014,1.88104471986998,"mv",1.72337519873373,25,5.60340920287558
1255,551686,2014,1.18800180013785,"4.",0.964962923007428,22,2.62469033904626
1255,551697,2014,1.58074838421352,"mv",1.3874811761844,20,4.0047500784328
1255,559423,2014,2.41469641621554,"4.",2.27677372143954,32,9.7451889425694
1255,559424,2014,1.83036789330774,"4.4",1.58843796000662,26,4.89609505576689
1262,551892,2014,1.63696934254377,"mv",1.3523381331302,23,3.86645525736541
1262,551893,2014,2.06165092581102,"4.4",1.80205604355975,27,6.06209859877196
1262,551897,2014,1.81092648869198,"mv",1.37592932741641,26,3.9587539925823
1262,551900,2014,1.60529024446328,"mv",1.20643645666413,23,3.34155563207792
1262,563206,2014,1.72977984971918,"mv",0.808269958000182,28,2.24402237355389
1262,563207,2014,1.94444350084581,"3.9",1.59955046308007,36,4.95080635384269
1262,563208,2014,1.7649741643885,"mv",1.31440912687789,32,3.72255078009255
1262,563209,2014,2.06996615221746,"mv",1.88821060784699,31,6.60753462570789
1262,563211,2014,2.41928577204664,"mv",2.13685893671309,39,8.47278224243435
1262,563212,2014,1.39127026076098,"4.1",0.791310355257541,31,2.20628555082392
1264,551910,2014,2.01231438070421,"4.5",1.63515248330145,44,5.13024021335317
1264,551916,2014,1.82187339472879,"mv",1.53155487475833,23,4.62536309429891
1264,551918,2014,1.69468086201673,"5.",1.32751179114796,27,3.77164705680644
1264,551920,2014,2.41248511819618,"mv",2.21863271099842,27,9.1947503861911
1264,551927,2014,2.23239822300122,"mv",1.98440972350616,31,7.27475200274065
1264,551934,2014,2.21618504381869,"mv",1.97409518344429,30,7.20010193416197
1264,551935,2014,2.47334115461308,"mv",2.16274783723587,37,8.69499729959099
1264,551939,2014,1.98272436716011,"4.",1.70633522805785,31,5.50873617792339
1264,551943,2014,1.85587608443463,"mv",1.60336942358581,30,4.96974943619838
1264,551945,2014,1.97860894773769,"mv",1.71872624221637,31,5.57741965608778
1265,551953,2014,1.26758692097672,"mv",1.09417158780564,16,2.98670743341245
1265,551954,2014,1.56656339853052,"mv",1.39882770563568,16,4.05044886416692
1265,551957,2014,1.88432221202227,"mv",1.5327458209287,40,4.63087493426355
1265,551964,2014,1.81683058423607,"mv",1.42014926786773,32,4.13773802548974
1265,551967,2014,1.93841021595224,"3.8",1.74603870602613,21,5.73185209372536
1265,551968,2014,1.62632492181548,"mv",1.34055522022098,21,3.82116450430158
1265,551971,2014,1.01822635063024,"3.6",0.692626798924835,21,1.99895950747986
1265,551981,2014,1.24694763594209,"mv",0.981941600924019,12,2.66963457813516
1265,551985,2014,1.63368074948998,"mv",0.443757284260148,41,1.55855215457103
1265,551986,2014,1.58976890250186,"3.4",1.50026897965572,15,4.48289471566103
1266,559912,2014,2.78697865332216,"4.6",2.53296568224629,45,12.5907911073065
1266,559913,2014,2.23698231743903,"mv",1.99543375938088,35,7.3553928066725
1266,559916,2014,2.55847893523586,"4.9",2.41656762610617,39,11.2073254900341
1266,559929,2014,1.9223715977659,"mv",1.63209240357796,39,5.11456526482748
1266,559931,2014,2.33561136594361,"mv",2.08442154326607,33,8.03993937923313
1266,559933,2014,2.35265611388421,"mv",2.15131984862777,39,8.5961965914572
1266,559942,2014,1.69038586681512,"mv",1.2742653988758,36,3.57607345738921
1266,559949,2014,1.49503814425603,"3.5",0.912059926895513,33,2.48944533067096
1266,559951,2014,2.05199648253848,"mv",1.89795459517765,26,6.67223305783903
1266,559952,2014,1.79710567510555,"mv",1.5778283135842,23,4.84442380989424
1267,551987,2014,1.49143983916167,"4.1",1.09698186747309,20,2.99511272165867
1267,552009,2014,1.44757155980327,"mv",1.28739167823989,15,3.62332342633785
1267,552014,2014,1.11647351214911,"mv",0.968852346722293,12,2.63491875031351
1267,552018,2014,1.65573279651408,"mv",1.57035602298461,13,4.80835977567425
1267,559394,2014,1.64051060061125,"mv",1.53135903792261,13,4.62445736651683
1267,559397,2014,1.9882997681164,"mv",1.84125703028819,25,6.30445817707581
1267,559400,2014,2.03291714879786,"mv",1.94794024778101,20,7.01422512539888
1267,559404,2014,2.03229511178135,"4.",1.86830217129374,26,6.47728972976902
1267,559406,2014,1.89981282531695,"3.7",1.75529355526251,28,5.78514575269465
1268,552028,2014,2.36418723786179,"mv",2.26957390846219,32,9.67527738183711
1268,552032,2014,1.8822130396513,"mv",1.7406770912057,29,5.70120235007483
1268,552041,2014,2.27129162724322,"mv",2.00597467283789,48,7.43333543726377
1268,552050,2014,2.30472629291412,"5.1",1.78885389951361,44,5.98259188420743
1268,552051,2014,2.02950662147301,"mv",1.91195034157545,34,6.7662724805403
1268,552060,2014,2.44771950007055,"mv",2.3496245607119,30,10.4816337687973
1268,552062,2014,2.76257211768356,"5.3",2.26392311326017,49,9.62075855326924
1268,552063,2014,1.911978497512,"mv",1.63434265455395,28,5.1260872791565
1268,552065,2014,1.95356001525357,"mv",1.69115628241529,31,5.42575077966043
1268,559452,2014,2.03961546425955,"4.5",1.82713133137321,41,6.21602932907085
1269,560628,2014,1.67325311792653,"mv",1.25276081446245,24,3.4999924608929
1269,560629,2014,2.00572253542859,"mv",1.74660315976834,17,5.73508837236833
1269,827649,2014,1.90122194982147,"mv",1.57047059878252,29,4.80891072889454
1269,827650,2014,2.20285213526568,"mv",1.69039319220101,41,5.42161202165907
1269,827652,2014,1.95358980203175,"mv",1.61680171541552,25,5.03695491226196
1269,827653,2014,2.11811865054855,"5.6",1.65462907326513,33,5.23113919288566
1269,827654,2014,1.49434182671737,"mv",1.12307611461524,20,3.07429656154375
1269,827655,2014,2.03126201308944,"mv",1.39898642791231,32,4.05109181165571
1269,827656,2014,1.9486265529876,"3.8",1.64045836666373,28,5.15753301171825
1270,552109,2014,2.77520725433881,"5.3",2.70439599811274,43,14.9452869822773
1270,552114,2014,1.7917981322904,"mv",1.48955503640828,31,4.43512161223561
1270,552129,2014,2.56481169318937,"mv",2.42492513751534,44,11.3013833379734
1270,552134,2014,2.16663018133135,"mv",1.98464630515064,33,7.27647327913585
1270,552139,2014,2.38483025041958,"4.8",2.20615080703206,37,9.08069568557271
1270,552140,2014,2.40817220621939,"mv",2.12197893417014,36,8.34764058422326
1270,552142,2014,1.91534717036942,"5.1",1.69638159667184,30,5.45417623385027
1270,552143,2014,2.17599536275527,"mv",1.78009228020432,46,5.93040365220207
1270,552144,2014,2.56890973074778,"mv",2.38970583752683,40,10.9102840748073
1270,552146,2014,2.55740515149378,"mv",2.31621867678712,37,10.1372694489626
1271,552157,2014,1.61960433204705,"mv",1.11345704055823,30,3.04486644739083
1271,552167,2014,1.78650528291554,"mv",1.47293775868988,31,4.36203093066103
1271,552168,2014,1.95415969774445,"mv",1.50659508813164,39,4.51134388530794
1271,552170,2014,2.04988191188341,"mv",1.74838996047221,36,5.74534499284839
1271,552171,2014,2.19584336367283,"mv",1.72531331327605,63,5.61427978254978
1271,552173,2014,1.94333232889638,"mv",1.56261253631746,34,4.77127009292191
1271,552174,2014,1.77194221273412,"4.",1.51346274002317,37,4.54243285659988
1271,552176,2014,2.18961986585279,"mv",1.95836763216018,32,7.08774780534795
1271,552178,2014,2.31415444425557,"4.6",2.16067157610339,40,8.67696294314613
1271,552181,2014,1.83373542301133,"3.9",1.64018112582307,33,5.15610333112244
1272,552193,2014,1.84588202095608,"mv",1.40668480113317,33,4.08239898089242
1272,552206,2014,1.59156902354045,"4.1",1.14635232684601,35,3.1466938393731
1272,552207,2014,1.42266638410587,"mv",1.10249986045546,22,3.01168541458908
1272,552221,2014,1.80311749382769,"mv",1.64849591261667,21,5.19915396138492
1272,552223,2014,2.11905002653497,"mv",1.86360779409589,31,6.4469541475995
1272,559433,2014,2.04386811181617,"mv",1.80808785735248,32,6.09877454876575
1272,559435,2014,1.96580785354805,"mv",1.76443768894733,24,5.83828850074524
1272,559437,2014,1.19108145804519,"4.6",1.02694452923797,15,2.79252032186928
1272,559441,2014,2.3413673142355,"mv",2.11804311023626,31,8.31485031131962
1273,552235,2014,2.19144133290863,"4.3",2.07815314786532,28,7.98969948646769
1273,552243,2014,1.08871166895096,"mv",0.807936679294571,19,2.24327461329508
1273,552244,2014,1.90690566395476,"mv",1.59945727494758,26,4.95034501894003
1273,552246,2014,1.95369744075581,"mv",1.83054572933316,26,6.23728960179241
1273,552248,2014,1.38106002704332,"mv",0.775129274778622,27,2.17087274813838
1273,552252,2014,1.42901390731993,"mv",1.16587758818648,15,3.20873759815151
1273,552255,2014,1.80189048043053,"mv",1.67990944695619,19,5.3650701256948
1273,552256,2014,1.4043997014162,"4.4",0.99410916642609,29,2.70231595492305
1273,552265,2014,1.57054238005745,"4.2",1.26856240667331,25,3.55573718227366
1273,552266,2014,1.91517914955028,"mv",1.3374285912095,29,3.80923579854126
1274,552267,2014,2.24543164807088,"5.6",2.09652477468263,30,8.13783988726441
1274,552268,2014,2.5077265320863,"mv",1.72493478639771,44,5.61215502891315
1274,552269,2014,2.56906044704736,"mv",2.49988626830877,30,12.1811085038485
1274,552273,2014,1.84092970374246,"4.5",1.41739730824439,31,4.12636679127679
1274,552280,2014,2.88234108151448,"mv",2.85251384172628,32,17.3312952579205
1274,552284,2014,2.57619606841778,"6.",2.46697238743323,33,11.7867071932082
1274,552287,2014,2.45125670089831,"mv",2.35367374787039,29,10.5241619097477
1274,552290,2014,2.27287489328102,"mv",2.11263874473239,35,8.27003502928661
1274,552301,2014,2.06841781992827,"mv",1.90215703257858,26,6.70033169962762
1274,552306,2014,2.08918056359026,"mv",1.94417152961337,26,6.98784023756913
1275,552308,2014,2.01563827592394,"3.5",1.7253922120754,22,5.6147227599588
1275,552311,2014,1.81293777359247,"3.6",1.64808875054311,22,5.19703749397907
1275,552316,2014,1.90243386641246,"mv",1.6690720824363,34,5.3072408296442
1275,552319,2014,1.78152093595987,"mv",1.41701856223268,34,4.12480424223503
1275,552323,2014,1.96116218964088,"mv",1.78618173048237,26,5.96662672774615
1275,552336,2014,2.22434465362565,"mv",2.04022403255217,34,7.6923323386981
1275,552341,2014,2.28564198725656,"mv",2.10485727009285,35,8.20593169413817
1275,552344,2014,1.9358134666547,"mv",1.77432093315353,30,5.89627581111018
1275,552345,2014,2.09021349365571,"4.6",1.87487985618445,34,6.52003573130108
1275,560626,2014,0.97406772616721,"mv",0.693147180559945,22,2
1276,552348,2014,2.2043182760778,"mv",1.97892248763578,27,7.23494304306535
1276,552351,2014,2.03564267416337,"4.",1.67524301862568,32,5.34009273339526
1276,552362,2014,2.23897924613568,"mv",2.06636273082228,27,7.8960507611081
1276,552364,2014,2.08238678849347,"mv",1.8672996580603,27,6.47079941495493
1276,552366,2014,2.16165415967356,"4.1",2.02449250951101,22,7.57226711582467
1276,552374,2014,1.99452791056381,"mv",1.83073571201616,22,6.2384746913753
1276,552386,2014,1.63712544600659,"mv",1.41638826781792,22,4.12220522031969
1276,563199,2014,2.06941783402787,"mv",1.767557042265,28,5.85652861924636
1276,563200,2014,2.33120823296552,"5.6",2.23280162800004,25,9.32595737667676
1276,563201,2014,1.82708678386485,"mv",1.63115263899632,18,5.10976103531706
1277,552393,2014,2.12707075687761,"mv",1.87731259148839,33,6.53591656150359
1277,552402,2014,1.32048099049438,"mv",0.923908880965675,18,2.51911810254483
1277,552408,2014,1.99964175769536,"mv",1.5419585886801,29,4.67373523738062
1277,552409,2014,1.53307535987159,"3.6",1.22650524769436,27,3.40929405440364
1277,552413,2014,2.27125446919017,"mv",1.92739345788137,39,6.87157582651795
1277,552418,2014,1.50838645634979,"mv",0.901226250897327,29,2.46262105167704
1277,552423,2014,1.77487231084894,"mv",1.32380177263878,35,3.75768010126777
1277,552429,2014,1.64820661866763,"mv",1.36225193078267,21,3.90497714601933
1277,552437,2014,2.40403076371249,"4.5",2.16390196218418,37,8.7050382060157
1277,552438,2014,1.2890606814449,"3.5",1.08645925483889,17,2.96376154810075
1315,561373,2014,1.53806680977264,"mv",1.35411397742848,14,3.87332758017034
1315,561458,2014,2.14372474087967,"mv",2.03841225323477,16,7.67840814765378
1315,561501,2014,1.45613524431695,"mv",1.25276296849537,11,3.5
1315,561505,2014,1.23839013757462,"mv",0.864740096527637,19,2.37438889385715
1315,562389,2014,1.61728517335638,"3.5",1.49251877412458,15,4.44828564717183
1315,562417,2014,1.27444655042736,"mv",1.12128418807727,9,3.06879258078691
1315,562424,2014,1.96347897777677,"3.4",1.81398882902908,16,6.1348696379492
1315,562428,2014,1.84656457639339,"mv",1.59045714386309,17,4.90599115952739
1315,562436,2014,1.15914169029069,"3.4",0.900724362368738,10,2.46138540052645
1315,562451,2014,1.57873919437731,"mv",1.38380836504447,17,3.99006836581507
1350,499065,2014,1.93063848952597,"mv",1.72405977213698,24,5.607246461076
1350,499072,2014,1.86787182447911,"mv",1.6239223300566,21,5.07294912553279
1350,499078,2014,1.8178294718129,"4.",1.47267190941092,27,4.36087144201472
1350,499080,2014,1.59835020412752,"mv",1.30020356443669,27,3.67004368195865
1350,499081,2014,1.62340002454201,"3.5",1.27802195237988,23,3.58953243251912
1350,499088,2014,2.20450362354862,"mv",1.99467462914666,26,7.34981122445038
1350,499091,2014,1.47196867199432,"3.9",1.14059016339226,18,3.12861421403398
1350,499096,2014,2.29542486343508,"mv",2.09490575517307,38,8.12467522551895
1351,575150,2014,1.97614787285255,"mv",1.77105990860563,21,5.87707922822479
1351,575151,2014,1.30775885413357,"mv",0.935694226211051,18,2.54898241404338
1351,575154,2014,2.36696710918378,"mv",2.06052899082425,37,7.85012135432296
1351,575155,2014,1.79794757860721,"4.4",1.45321446133147,26,4.27684018042091
1351,575161,2014,1.51913078657576,"5.1",1.23229221499512,32,3.42908072480286
1351,575172,2014,1.4694792128711,"mv",1.25073980051061,15,3.49292607034029
1351,575199,2014,1.37033176714204,"mv",1.12489748747947,15,3.07990110430922
1351,575201,2014,1.43362676477861,"mv",1.20227880156223,16,3.32769143749706
1351,575207,2014,2.0130041904079,"4.9",1.71745663024212,32,5.57034299056726
1351,575211,2014,1.85258763683243,"mv",1.46823420950795,32,4.34156207950625
1390,531101,2014,1.38344854987745,"mv",1.20168201910498,16,3.32570612208365
1390,531103,2014,1.93971764799471,"3.7",1.72505086581383,29,5.61280652240379
1390,531107,2014,1.92076660738882,"3.7",1.70891022760597,22,5.52293944995377
1390,531108,2014,0.735134692664555,"mv",0.807936679294571,15,2.24327461329508
1390,531109,2014,2.23919449275957,"mv",2.05438585849799,28,7.8020448414492
1390,531110,2014,1.08636666815322,"mv",0.980801390838188,15,2.66659236857229
1390,531113,2014,2.13100906672931,"mv",1.95562090527809,23,7.06830641024182
1390,531117,2014,1.77222694032055,"3.5",1.68921829903371,19,5.41524594720003
1390,531118,2014,2.24057704948834,"mv",2.11035929808384,20,8.25120539438286
1390,532655,2014,1.59632225900695,"mv",1.12946482255584,21,3.09400021783297
1392,499580,2014,2.11018018013323,"mv",1.88736746973584,32,6.60196590937257
